Responder_id,LanguagesWorkedWith
503,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
504,Bash/Shell/PowerShell;Python;SQL
505,C;C++;HTML/CSS;Java;SQL
506,Java
507,Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
508,C;C++;HTML/CSS;JavaScript
509,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
510,Python
511,HTML/CSS;JavaScript;Ruby;SQL;TypeScript
512,Bash/Shell/PowerShell;Python;Other(s):
513,C++;Rust
514,HTML/CSS;JavaScript;Python;Ruby;TypeScript
515,C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
516,Bash/Shell/PowerShell;C++;Python
517,Assembly;C++;F#;HTML/CSS;PHP;Python;R;Rust;TypeScript;Other(s):
518,C;HTML/CSS;Java;JavaScript;SQL
519,HTML/CSS;PHP
520,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
521,HTML/CSS;JavaScript
522,HTML/CSS;Python
523,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;R
524,Python;Other(s):
525,C#;SQL;VBA
526,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
527,HTML/CSS;JavaScript;Objective-C;Swift
528,Bash/Shell/PowerShell;Java;JavaScript;Python;SQL
529,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
530,C;C++;C#
531,C#
532,Bash/Shell/PowerShell;C;C++;Java;Python
533,C#;Java;JavaScript;SQL
535,Elixir;VBA
536,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
537,C#;HTML/CSS;JavaScript;SQL;TypeScript;Other(s):
538,HTML/CSS;Java;JavaScript;PHP;R;SQL;TypeScript
539,Bash/Shell/PowerShell;JavaScript;Python;SQL
540,JavaScript;Python
541,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;Other(s):
542,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;R;SQL
543,C;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;TypeScript
544,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;Objective-C;PHP;Python;SQL
545,Bash/Shell/PowerShell;C++;C#;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;Other(s):
546,C;Java;SQL
547,C#;HTML/CSS;JavaScript;SQL
548,Python;SQL;VBA
550,C#;HTML/CSS;JavaScript;SQL
551,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;R;Scala;SQL
552,HTML/CSS;Java;JavaScript;PHP
553,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
554,Go;JavaScript;PHP;Ruby;SQL;TypeScript
555,C#;HTML/CSS;JavaScript;SQL
556,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL
557,C;C++;PHP;Python;SQL;VBA
558,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript
559,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;PHP;Python;SQL;VBA
560,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL
561,HTML/CSS;Java;JavaScript;Python;Ruby;SQL
562,C#;JavaScript;SQL
563,Assembly;Bash/Shell/PowerShell;C;C++;Python;SQL
564,C;C++;Python;R;SQL;Other(s):
565,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
566,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript
567,Bash/Shell/PowerShell;C;Java;JavaScript;Objective-C;Rust;Swift;Other(s):
568,C++;C#;Clojure;HTML/CSS;JavaScript;Python;SQL
569,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
571,Assembly;Bash/Shell/PowerShell;C;C++;Erlang;R;Rust;Scala
572,Assembly;C;C++;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript
573,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;PHP;Python;SQL
574,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Ruby
575,Bash/Shell/PowerShell;Go;Python;SQL
576,C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
577,Bash/Shell/PowerShell;Python;Other(s):
578,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;Swift
579,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;Python
580,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Scala;SQL
581,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;TypeScript
582,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
583,Java;Ruby;Scala;SQL;Other(s):
584,Java;Python
585,C#;Java;Python;R;VBA
586,Java;Python;Ruby
587,Bash/Shell/PowerShell;C#;Java;Other(s):
588,C#
589,C#;HTML/CSS;JavaScript;SQL;VBA
590,C#;SQL
591,C#;JavaScript
592,C;C++;HTML/CSS;PHP;Python;SQL
594,HTML/CSS;Java;JavaScript;Kotlin;PHP
595,C#;HTML/CSS;JavaScript;SQL;TypeScript
596,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
597,Java;JavaScript;PHP;Python;SQL
598,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;PHP;Python;SQL
599,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Ruby;SQL
600,Bash/Shell/PowerShell;HTML/CSS;Java;PHP;Python;SQL
601,HTML/CSS;PHP;SQL
602,C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript
603,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript
604,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
605,Java;Kotlin
606,Bash/Shell/PowerShell;Clojure;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;TypeScript
607,C#;JavaScript;SQL
608,Bash/Shell/PowerShell;C;C++;Erlang;Go;HTML/CSS;Java;Python;SQL
609,HTML/CSS;JavaScript;Python
610,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript;Other(s):
611,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
612,Python;Other(s):
613,Assembly;Bash/Shell/PowerShell;C;C++;C#;F#;HTML/CSS;JavaScript;Python;TypeScript
614,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;Python;SQL;TypeScript
615,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA
616,Ruby;SQL
617,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL
618,C;C++;C#;Java;PHP;SQL
619,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;SQL
620,HTML/CSS;Java;JavaScript;SQL;TypeScript;WebAssembly
621,Bash/Shell/PowerShell;SQL;Other(s):
622,Java;Objective-C;SQL;Swift
623,Objective-C;Swift
624,C++;HTML/CSS;JavaScript;PHP;Python
625,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;TypeScript
626,HTML/CSS;Java;JavaScript;SQL
627,Assembly;Bash/Shell/PowerShell;C++;C#;Go;HTML/CSS;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift
628,Bash/Shell/PowerShell;JavaScript;SQL;TypeScript
629,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;Objective-C;SQL
630,C#;HTML/CSS;JavaScript;SQL;TypeScript
631,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;SQL
632,C#;HTML/CSS;JavaScript;SQL
633,C;C++;Python;Rust
634,C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;Scala;SQL;Swift;TypeScript
